game_id,season,seat_section,pricing_window,section_capacity,inventory_remaining,inventory_remaining_pct,current_sell_through_rate,base_ticket_price,current_ticket_price,tickets_sold_pct,sold_tickets,final_sell_through_rate,realized_revenue,revenue,promotion_flag
S2023_G065,2023,Suite,7_days_out,350,192,0.5486,0.4515,471.02,475.43,0.452,158,0.739,122902.94,75136.93,0
S2023_G065,2023,Suite,2_days_out,350,131,0.3743,0.6259,471.02,480.48,0.626,219,0.739,124207.33,105257.6,0
S2023_G065,2023,Suite,day_of_game,350,117,0.3343,0.6648,471.02,464.79,0.665,233,0.739,120150.42,108150.08,0
S2023_G065,2023,Courtside/Premium,30_days_out,180,159,0.8833,0.1149,693.13,685.12,0.115,21,0.615,75857.05,14171.52,0
S2023_G065,2023,Courtside/Premium,14_days_out,180,119,0.6611,0.341,693.13,660.71,0.341,61,0.615,73154.52,40556.5,0
S2023_G065,2023,Courtside/Premium,7_days_out,180,123,0.6833,0.3192,693.13,666.95,0.319,57,0.615,73845.84,38316.15,0
S2023_G065,2023,Courtside/Premium,2_days_out,180,90,0.5,0.5013,693.13,678.49,0.501,90,0.615,75123.49,61223.78,0
S2023_G065,2023,Courtside/Premium,day_of_game,180,72,0.4,0.5972,693.13,662.61,0.597,108,0.615,73364.71,71231.43,0
S2023_G065,2023,Standing Room,30_days_out,1400,1187,0.8479,0.152,43.12,43.36,0.152,213,0.789,47906.01,9227.07,0
S2023_G065,2023,Standing Room,14_days_out,1400,830,0.5929,0.4075,43.12,41.62,0.407,570,0.789,45984.51,23745.97,0
S2023_G065,2023,Standing Room,7_days_out,1400,663,0.4736,0.5263,43.12,45.12,0.526,737,0.789,49850.78,33251.22,0
S2023_G065,2023,Standing Room,2_days_out,1400,541,0.3864,0.6139,43.12,44.69,0.614,859,0.789,49367.25,38406.33,0
S2023_G065,2023,Standing Room,day_of_game,1400,410,0.2929,0.7068,43.12,44.28,0.707,990,0.789,48915.11,43816.31,0
S2023_G066,2023,Upper Baseline,30_days_out,4200,3341,0.7955,0.2046,64.78,71.92,0.205,859,0.933,281709.12,61799.02,0
S2023_G066,2023,Upper Baseline,14_days_out,4200,2202,0.5243,0.4757,64.78,71.24,0.476,1998,0.933,279050.51,142351.13,0
S2023_G066,2023,Upper Baseline,7_days_out,4200,1742,0.4148,0.5852,64.78,69.41,0.585,2458,0.933,271854.62,170589.17,0
S2023_G066,2023,Upper Baseline,2_days_out,4200,1045,0.2488,0.7511,64.78,73.28,0.751,3155,0.933,287037.53,231179.76,0
S2023_G066,2023,Upper Baseline,day_of_game,4200,612,0.1457,0.8542,64.78,70.02,0.854,3588,0.933,274264.04,251219.39,0
S2023_G066,2023,Upper Sideline,30_days_out,3600,3094,0.8594,0.1404,82.76,91.21,0.14,506,0.79,259506.73,46110.95,0
S2023_G066,2023,Upper Sideline,14_days_out,3600,2377,0.6603,0.3398,82.76,94.62,0.34,1223,0.79,269201.95,115734.44,0
S2023_G066,2023,Upper Sideline,7_days_out,3600,1677,0.4658,0.5342,82.76,90.41,0.534,1923,0.79,257223.79,173871.49,0
S2023_G066,2023,Upper Sideline,2_days_out,3600,1252,0.3478,0.6524,82.76,92.18,0.652,2348,0.79,262282.72,216492.84,0
S2023_G066,2023,Upper Sideline,day_of_game,3600,808,0.2244,0.7755,82.76,93.26,0.776,2792,0.79,265340.41,260359.14,0
S2023_G066,2023,Upper Center,30_days_out,2600,2091,0.8042,0.1958,107.19,118.19,0.196,509,0.887,272576.08,60166.71,0
S2023_G066,2023,Upper Center,14_days_out,2600,1610,0.6192,0.3807,107.19,124.54,0.381,990,0.887,287221.34,123282.3,0
S2023_G066,2023,Upper Center,7_days_out,2600,1135,0.4365,0.5633,107.19,123.87,0.563,1465,0.887,285671.97,181427.14,0
S2023_G066,2023,Upper Center,2_days_out,2600,662,0.2546,0.7453,107.19,129.51,0.745,1938,0.887,298678.43,250960.83,0
S2023_G066,2023,Upper Center,day_of_game,2600,483,0.1858,0.8142,107.19,127.02,0.814,2117,0.887,292930.47,268882.25,0
S2023_G066,2023,Lower Corner,30_days_out,2100,1744,0.8305,0.1696,152.86,169.77,0.17,356,0.801,285568.33,60451.56,0
S2023_G066,2023,Lower Corner,14_days_out,2100,1302,0.62,0.3802,152.86,174.74,0.38,798,0.801,293932.44,139512.15,0
S2023_G066,2023,Lower Corner,7_days_out,2100,1103,0.5252,0.4746,152.86,168.8,0.475,997,0.801,283946.69,168245.59,0
S2023_G066,2023,Lower Corner,2_days_out,2100,707,0.3367,0.6633,152.86,175.27,0.663,1393,0.801,294816.87,244149.82,0
S2023_G066,2023,Lower Corner,day_of_game,2100,510,0.2429,0.7571,152.86,164.96,0.757,1590,0.801,277474.59,262281.24,0
S2023_G066,2023,Lower Sideline,30_days_out,1900,1644,0.8653,0.1346,196.53,227.05,0.135,256,0.717,309471.36,58044.96,0
S2023_G066,2023,Lower Sideline,14_days_out,1900,1337,0.7037,0.2961,196.53,228.17,0.296,563,0.717,310993.29,128349.42,0
S2023_G066,2023,Lower Sideline,7_days_out,1900,980,0.5158,0.4842,196.53,226.78,0.484,920,0.717,309095.14,208646.1,0
S2023_G066,2023,Lower Sideline,2_days_out,1900,692,0.3642,0.6359,196.53,228.74,0.636,1208,0.717,311775.96,276361.62,0
S2023_G066,2023,Lower Sideline,day_of_game,1900,687,0.3616,0.6384,196.53,235.89,0.638,1213,0.717,321510.14,286124.92,0
S2023_G066,2023,Lower Center,30_days_out,1200,952,0.7933,0.2066,264.22,305.78,0.207,248,0.807,296083.02,75796.43,0
S2023_G066,2023,Lower Center,14_days_out,1200,827,0.6892,0.3105,264.22,310.7,0.311,373,0.807,300848.54,115773.56,0
S2023_G066,2023,Lower Center,7_days_out,1200,559,0.4658,0.5341,264.22,291.84,0.534,641,0.807,282583.07,187042.83,0
S2023_G066,2023,Lower Center,2_days_out,1200,466,0.3883,0.612,264.22,301.18,0.612,734,0.807,291626.36,221190.18,0
S2023_G066,2023,Lower Center,day_of_game,1200,336,0.28,0.7196,264.22,301.17,0.72,864,0.807,291623.66,260085.21,0
S2023_G066,2023,Club Level,30_days_out,950,708,0.7453,0.2548,350.03,384.77,0.255,242,0.785,286930.62,93149.63,0
S2023_G066,2023,Club Level,14_days_out,950,646,0.68,0.3205,350.03,387.1,0.321,304,0.785,288666.6,117869.84,0
S2023_G066,2023,Club Level,7_days_out,950,470,0.4947,0.505,350.03,378.18,0.505,480,0.785,282020.34,181420.83,0
S2023_G066,2023,Club Level,2_days_out,950,386,0.4063,0.5938,350.03,388.58,0.594,564,0.785,289772.11,219207.0,0
S2023_G066,2023,Club Level,day_of_game,950,298,0.3137,0.6864,350.03,380.63,0.686,652,0.785,283844.97,248205.14,0
S2023_G066,2023,Suite,30_days_out,350,304,0.8686,0.1327,562.69,628.07,0.133,46,0.794,174597.57,29160.29,0
S2023_G066,2023,Suite,14_days_out,350,233,0.6657,0.3349,562.69,623.61,0.335,117,0.794,173359.25,73093.01,0
S2023_G066,2023,Suite,7_days_out,350,177,0.5057,0.4948,562.69,627.08,0.495,173,0.794,174321.91,108588.45,0
S2023_G066,2023,Suite,2_days_out,350,134,0.3829,0.6162,562.69,633.44,0.616,216,0.794,176090.6,136612.7,0
S2023_G066,2023,Suite,day_of_game,350,86,0.2457,0.7537,562.69,640.57,0.754,264,0.794,178071.68,168986.64,0
S2023_G066,2023,Courtside/Premium,30_days_out,180,132,0.7333,0.2657,902.31,991.11,0.266,48,0.841,149978.43,47402.22,0
S2023_G066,2023,Courtside/Premium,14_days_out,180,114,0.6333,0.3694,902.31,980.92,0.369,66,0.841,148436.05,65223.48,0
S2023_G066,2023,Courtside/Premium,7_days_out,180,92,0.5111,0.4864,902.31,995.5,0.486,88,0.841,150642.27,87164.82,0
S2023_G066,2023,Courtside/Premium,2_days_out,180,60,0.3333,0.6688,902.31,1029.26,0.669,120,0.841,155751.58,123906.32,0
S2023_G066,2023,Courtside/Premium,day_of_game,180,28,0.1556,0.847,902.31,1000.03,0.847,152,0.841,151327.75,152459.88,0
S2023_G066,2023,Standing Room,30_days_out,1400,1105,0.7893,0.2108,53.17,54.97,0.211,295,0.936,72038.42,16224.64,0
S2023_G066,2023,Standing Room,14_days_out,1400,791,0.565,0.4352,53.17,59.84,0.435,609,0.936,78419.86,36460.87,0
S2023_G066,2023,Standing Room,7_days_out,1400,616,0.44,0.5597,53.17,58.42,0.56,784,0.936,76559.76,45776.0,0
S2023_G066,2023,Standing Room,2_days_out,1400,338,0.2414,0.7586,53.17,58.05,0.759,1062,0.936,76073.46,61646.86,0
S2023_G066,2023,Standing Room,day_of_game,1400,174,0.1243,0.8759,53.17,58.85,0.876,1226,0.936,77120.81,72164.62,0
S2023_G067,2023,Upper Baseline,30_days_out,4200,3595,0.856,0.144,47.31,46.23,0.144,605,0.745,144708.21,27959.25,0
S2023_G067,2023,Upper Baseline,14_days_out,4200,2704,0.6438,0.3563,47.31,46.33,0.356,1496,0.745,145030.66,69323.62,0
S2023_G067,2023,Upper Baseline,7_days_out,4200,2628,0.6257,0.3743,47.31,47.55,0.374,1572,0.745,148869.25,74749.44,0
S2023_G067,2023,Upper Baseline,2_days_out,4200,1943,0.4626,0.5374,47.31,46.97,0.537,2257,0.745,147054.6,106017.98,0
S2023_G067,2023,Upper Baseline,day_of_game,4200,1156,0.2752,0.7247,47.31,48.29,0.725,3044,0.745,151178.7,146997.3,0
S2023_G067,2023,Upper Sideline,30_days_out,3600,3218,0.8939,0.1062,62.72,67.01,0.106,382,0.646,155853.09,25611.54,0
S2023_G067,2023,Upper Sideline,14_days_out,3600,2470,0.6861,0.3138,62.72,64.89,0.314,1130,0.646,150934.53,73307.28,0
S2023_G067,2023,Upper Sideline,7_days_out,3600,2336,0.6489,0.3512,62.72,65.44,0.351,1264,0.646,152212.68,82739.96,0
S2023_G067,2023,Upper Sideline,2_days_out,3600,1717,0.4769,0.5231,62.72,63.58,0.523,1883,0.646,147882.92,119725.51,0
S2023_G067,2023,Upper Sideline,day_of_game,3600,1682,0.4672,0.5328,62.72,64.17,0.533,1918,0.646,149260.21,123089.66,0
S2023_G067,2023,Upper Center,30_days_out,2600,2152,0.8277,0.1723,70.0,70.33,0.172,448,0.769,140658.34,31500.13,0
S2023_G067,2023,Upper Center,14_days_out,2600,1478,0.5685,0.4316,70.0,74.58,0.432,1122,0.769,149165.02,83683.21,0
S2023_G067,2023,Upper Center,7_days_out,2600,1489,0.5727,0.4274,70.0,70.83,0.427,1111,0.769,141670.97,78721.05,0
S2023_G067,2023,Upper Center,2_days_out,2600,997,0.3835,0.6166,70.0,71.26,0.617,1603,0.769,142526.88,114249.6,0
S2023_G067,2023,Upper Center,day_of_game,2600,733,0.2819,0.7181,70.0,65.81,0.718,1867,0.769,131617.95,122858.8,0
S2023_G067,2023,Lower Corner,30_days_out,2100,1832,0.8724,0.1276,108.99,106.27,0.128,268,0.624,139282.39,28485.88,0
S2023_G067,2023,Lower Corner,14_days_out,2100,1504,0.7162,0.2839,108.99,109.79,0.284,596,0.624,143903.4,65452.4,0
S2023_G067,2023,Lower Corner,7_days_out,2100,1334,0.6352,0.3649,108.99,104.84,0.365,766,0.624,137419.67,80343.72,0
S2023_G067,2023,Lower Corner,2_days_out,2100,1037,0.4938,0.5062,108.99,105.5,0.506,1063,0.624,138278.6,112142.67,0
S2023_G067,2023,Lower Corner,day_of_game,2100,931,0.4433,0.5568,108.99,112.03,0.557,1169,0.624,146837.67,130997.0,0
S2023_G067,2023,Lower Sideline,30_days_out,1900,1683,0.8858,0.1141,138.79,134.89,0.114,217,0.604,154852.12,29241.22,0
S2023_G067,2023,Lower Sideline,14_days_out,1900,1363,0.7174,0.2828,138.79,136.24,0.283,537,0.604,156404.45,73215.86,0
S2023_G067,2023,Lower Sideline,7_days_out,1900,1194,0.6284,0.3716,138.79,135.59,0.372,706,0.604,155661.29,95741.46,0
S2023_G067,2023,Lower Sideline,2_days_out,1900,980,0.5158,0.4843,138.79,137.78,0.484,920,0.604,158178.34,126779.41,0
S2023_G067,2023,Lower Sideline,day_of_game,1900,771,0.4058,0.5944,138.79,133.34,0.594,1129,0.604,153074.04,150599.24,0
S2023_G067,2023,Lower Center,30_days_out,1200,1011,0.8425,0.1579,191.59,190.78,0.158,189,0.714,163532.92,36149.18,0
S2023_G067,2023,Lower Center,14_days_out,1200,863,0.7192,0.2806,191.59,188.03,0.281,337,0.714,161169.55,63319.22,0
S2023_G067,2023,Lower Center,7_days_out,1200,610,0.5083,0.4914,191.59,195.09,0.491,590,0.714,167224.76,115044.16,0
S2023_G067,2023,Lower Center,2_days_out,1200,475,0.3958,0.604,191.59,201.25,0.604,725,0.714,172503.48,145873.17,0
S2023_G067,2023,Lower Center,day_of_game,1200,495,0.4125,0.5872,191.59,200.71,0.587,705,0.714,172042.31,141433.31,0
S2023_G067,2023,Club Level,30_days_out,950,824,0.8674,0.1327,281.15,282.9,0.133,126,0.549,147506.21,35661.59,0
S2023_G067,2023,Club Level,14_days_out,950,724,0.7621,0.2374,281.15,276.68,0.237,226,0.549,144263.36,62398.52,0
S2023_G067,2023,Club Level,7_days_out,950,601,0.6326,0.3675,281.15,283.39,0.368,349,0.549,147757.91,98949.06,0
S2023_G067,2023,Club Level,2_days_out,950,561,0.5905,0.4099,281.15,276.69,0.41,389,0.549,144265.24,107744.36,0
S2023_G067,2023,Club Level,day_of_game,950,456,0.48,0.5198,281.15,274.91,0.52,494,0.549,143341.37,135763.9,0
S2023_G067,2023,Suite,30_days_out,350,281,0.8029,0.1973,444.22,435.19,0.197,69,0.687,104620.71,30058.11,0
S2023_G067,2023,Suite,14_days_out,350,238,0.68,0.3192,444.22,433.67,0.319,112,0.687,104254.35,48447.37,0
S2023_G067,2023,Suite,7_days_out,350,198,0.5657,0.433,444.22,429.0,0.433,152,0.687,103131.85,65021.67,0
S2023_G067,2023,Suite,2_days_out,350,139,0.3971,0.6024,444.22,419.19,0.602,211,0.687,100774.22,88388.64,0
S2023_G067,2023,Suite,day_of_game,350,125,0.3571,0.6415,444.22,428.56,0.641,225,0.687,103027.01,96220.54,0
S2023_G067,2023,Courtside/Premium,30_days_out,180,143,0.7944,0.2043,660.7,669.36,0.204,37,0.647,77916.73,24612.94,0
S2023_G067,2023,Courtside/Premium,14_days_out,180,133,0.7389,0.2619,660.7,668.16,0.262,47,0.647,77776.43,31498.12,0
S2023_G067,2023,Courtside/Premium,7_days_out,180,110,0.6111,0.3913,660.7,650.18,0.391,70,0.647,75683.67,45789.41,0
S2023_G067,2023,Courtside/Premium,2_days_out,180,85,0.4722,0.5281,660.7,649.74,0.528,95,0.647,75632.81,61768.17,0
S2023_G067,2023,Courtside/Premium,day_of_game,180,72,0.4,0.5978,660.7,656.64,0.598,108,0.647,76436.07,70655.23,0
S2023_G067,2023,Standing Room,30_days_out,1400,1177,0.8407,0.159,36.99,36.54,0.159,223,0.716,36609.65,8136.07,0
S2023_G067,2023,Standing Room,14_days_out,1400,910,0.65,0.3503,36.99,36.29,0.35,490,0.716,36365.37,17799.46,0
S2023_G067,2023,Standing Room,7_days_out,1400,775,0.5536,0.4466,36.99,35.72,0.447,625,0.716,35790.19,22335.43,0
S2023_G067,2023,Standing Room,2_days_out,1400,647,0.4621,0.5376,36.99,37.5,0.538,753,0.716,37576.0,28223.82,0
S2023_G067,2023,Standing Room,day_of_game,1400,396,0.2829,0.717,36.99,38.27,0.717,1004,0.716,38339.89,38411.36,0
S2023_G068,2023,Upper Baseline,30_days_out,4200,3183,0.7579,0.2421,44.13,43.07,0.242,1017,0.772,139720.41,43784.19,0
S2023_G068,2023,Upper Baseline,14_days_out,4200,2802,0.6671,0.3329,44.13,44.03,0.333,1398,0.772,142841.81,61551.16,0
S2023_G068,2023,Upper Baseline,7_days_out,4200,1856,0.4419,0.558,44.13,45.35,0.558,2344,0.772,147137.59,106287.09,0
S2023_G068,2023,Upper Baseline,2_days_out,4200,1703,0.4055,0.5946,44.13,44.86,0.595,2497,0.772,145529.89,112015.89,0
S2023_G068,2023,Upper Baseline,day_of_game,4200,1322,0.3148,0.6854,44.13,44.6,0.685,2878,0.772,144682.98,128366.95,0
S2023_G068,2023,Upper Sideline,30_days_out,3600,2799,0.7775,0.2224,63.82,63.18,0.222,801,0.694,157935.36,50585.85,0
S2023_G068,2023,Upper Sideline,14_days_out,3600,2278,0.6328,0.3672,63.82,64.85,0.367,1322,0.694,162106.23,85719.94,0
S2023_G068,2023,Upper Sideline,7_days_out,3600,2091,0.5808,0.4192,63.82,66.57,0.419,1509,0.694,166407.12,100457.86,0
S2023_G068,2023,Upper Sideline,2_days_out,3600,1425,0.3958,0.6043,63.82,64.22,0.604,2175,0.694,160532.16,139690.86,0
S2023_G068,2023,Upper Sideline,day_of_game,3600,1254,0.3483,0.6517,63.82,63.72,0.652,2346,0.694,159302.83,149511.56,0
S2023_G068,2023,Upper Center,30_days_out,2600,2030,0.7808,0.2193,77.24,78.5,0.219,570,0.804,164012.37,44754.61,0
S2023_G068,2023,Upper Center,14_days_out,2600,1656,0.6369,0.3632,77.24,76.78,0.363,944,0.804,160410.41,72505.88,0
S2023_G068,2023,Upper Center,7_days_out,2600,1141,0.4388,0.561,77.24,80.86,0.561,1459,0.804,168929.97,117939.91,0
S2023_G068,2023,Upper Center,2_days_out,2600,938,0.3608,0.639,77.24,79.83,0.639,1662,0.804,166782.26,132634.66,0
S2023_G068,2023,Upper Center,day_of_game,2600,549,0.2112,0.789,77.24,78.87,0.789,2051,0.804,164778.07,161789.6,0
S2023_G068,2023,Lower Corner,30_days_out,2100,1717,0.8176,0.1822,102.55,103.27,0.182,383,0.656,142167.43,39523.94,0
S2023_G068,2023,Lower Corner,14_days_out,2100,1452,0.6914,0.3087,102.55,98.23,0.309,648,0.656,135230.02,63674.91,0
S2023_G068,2023,Lower Corner,7_days_out,2100,1199,0.571,0.4291,102.55,97.4,0.429,901,0.656,134080.96,87768.75,0
S2023_G068,2023,Lower Corner,2_days_out,2100,793,0.3776,0.6225,102.55,101.92,0.622,1307,0.656,140299.95,133224.1,0
S2023_G068,2023,Lower Corner,day_of_game,2100,734,0.3495,0.6507,102.55,100.59,0.651,1366,0.656,138471.63,137446.45,0
S2023_G068,2023,Lower Sideline,30_days_out,1900,1619,0.8521,0.148,141.61,144.36,0.148,281,0.644,176556.63,40599.71,0
S2023_G068,2023,Lower Sideline,14_days_out,1900,1273,0.67,0.3299,141.61,141.15,0.33,627,0.644,172626.27,88466.33,0
S2023_G068,2023,Lower Sideline,7_days_out,1900,1183,0.6226,0.3773,141.61,139.84,0.377,717,0.644,171023.31,100237.34,0
S2023_G068,2023,Lower Sideline,2_days_out,1900,880,0.4632,0.5367,141.61,142.79,0.537,1020,0.644,174632.73,145621.28,0
S2023_G068,2023,Lower Sideline,day_of_game,1900,491,0.2584,0.7413,141.61,141.15,0.741,1409,0.644,172627.07,198817.09,0
S2023_G068,2023,Lower Center,30_days_out,1200,953,0.7942,0.2062,190.49,195.38,0.206,247,0.511,119891.01,48333.91,0
S2023_G068,2023,Lower Center,14_days_out,1200,850,0.7083,0.2916,190.49,197.51,0.292,350,0.511,121197.98,69119.67,0
S2023_G068,2023,Lower Center,7_days_out,1200,828,0.69,0.3097,190.49,190.0,0.31,372,0.511,116587.92,70601.9,0
S2023_G068,2023,Lower Center,2_days_out,1200,765,0.6375,0.3624,190.49,193.98,0.362,435,0.511,119027.98,84345.45,0
S2023_G068,2023,Lower Center,day_of_game,1200,586,0.4883,0.5118,190.49,188.42,0.512,614,0.511,115616.3,115714.62,0
S2023_G068,2023,Club Level,30_days_out,950,746,0.7853,0.2147,264.96,260.47,0.215,204,0.634,156891.08,53114.97,0
S2023_G068,2023,Club Level,14_days_out,950,641,0.6747,0.3256,264.96,264.97,0.326,309,0.634,159601.79,81954.99,0
S2023_G068,2023,Club Level,7_days_out,950,577,0.6074,0.3921,264.96,272.43,0.392,373,0.634,164096.58,101485.02,0
S2023_G068,2023,Club Level,2_days_out,950,443,0.4663,0.5337,264.96,271.31,0.534,507,0.634,163423.48,137546.26,0
S2023_G068,2023,Club Level,day_of_game,950,439,0.4621,0.5378,264.96,271.82,0.538,511,0.634,163727.42,138879.57,0
S2023_G068,2023,Suite,30_days_out,350,283,0.8086,0.1922,418.27,405.11,0.192,67,0.75,106308.11,27251.84,0
S2023_G068,2023,Suite,14_days_out,350,220,0.6286,0.3714,418.27,406.17,0.371,130,0.75,106586.51,52802.27,0
S2023_G068,2023,Suite,7_days_out,350,147,0.42,0.5799,418.27,405.83,0.58,203,0.75,106497.93,82372.9,0
S2023_G068,2023,Suite,2_days_out,350,121,0.3457,0.6535,418.27,400.32,0.654,229,0.75,105053.02,91568.81,0
S2023_G068,2023,Suite,day_of_game,350,88,0.2514,0.7488,418.27,405.05,0.749,262,0.75,106292.75,106156.48,0
S2023_G068,2023,Courtside/Premium,30_days_out,180,143,0.7944,0.2032,586.0,582.64,0.203,37,0.614,64387.53,21307.85,0
S2023_G068,2023,Courtside/Premium,14_days_out,180,125,0.6944,0.3055,586.0,593.82,0.306,55,0.614,65623.07,32656.89,0
S2023_G068,2023,Courtside/Premium,7_days_out,180,103,0.5722,0.4299,586.0,563.31,0.43,77,0.614,62251.55,43594.17,0
S2023_G068,2023,Courtside/Premium,2_days_out,180,84,0.4667,0.5325,586.0,562.22,0.532,96,0.614,62131.02,53884.87,0
S2023_G068,2023,Courtside/Premium,day_of_game,180,93,0.5167,0.481,586.0,559.38,0.481,87,0.614,61817.24,48428.49,0
S2023_G068,2023,Standing Room,30_days_out,1400,1193,0.8521,0.1482,40.85,40.58,0.148,207,0.719,40839.38,8417.15,0
S2023_G068,2023,Standing Room,14_days_out,1400,859,0.6136,0.3865,40.85,39.69,0.387,541,0.719,39949.65,21476.98,0
S2023_G068,2023,Standing Room,7_days_out,1400,729,0.5207,0.4792,40.85,40.21,0.479,671,0.719,40473.0,26978.72,0
S2023_G068,2023,Standing Room,2_days_out,1400,648,0.4629,0.5368,40.85,41.44,0.537,752,0.719,41709.56,31145.2,0
S2023_G068,2023,Standing Room,day_of_game,1400,452,0.3229,0.6773,40.85,41.28,0.677,948,0.719,41549.69,39145.35,0
S2023_G069,2023,Upper Baseline,30_days_out,4200,3383,0.8055,0.1946,51.0,53.17,0.195,817,0.606,135336.24,43463.55,0
S2023_G069,2023,Upper Baseline,14_days_out,4200,2980,0.7095,0.2905,51.0,52.38,0.29,1220,0.606,133316.89,63902.74,0
S2023_G069,2023,Upper Baseline,7_days_out,4200,2377,0.566,0.434,51.0,54.96,0.434,1823,0.606,139889.13,100197.24,0
S2023_G069,2023,Upper Baseline,2_days_out,4200,2083,0.496,0.5041,51.0,51.63,0.504,2117,0.606,131398.24,109300.2,0
S2023_G069,2023,Upper Baseline,day_of_game,4200,1786,0.4252,0.5749,51.0,51.5,0.575,2414,0.606,131067.25,124338.99,0
S2023_G069,2023,Upper Sideline,30_days_out,3600,2784,0.7733,0.2266,62.23,62.07,0.227,816,0.816,182336.49,50643.06,0
S2023_G069,2023,Upper Sideline,14_days_out,3600,2358,0.655,0.3449,62.23,62.12,0.345,1242,0.816,182486.94,77136.4,0
S2023_G069,2023,Upper Sideline,7_days_out,3600,1778,0.4939,0.506,62.23,62.66,0.506,1822,0.816,184075.78,114147.38,0
S2023_G069,2023,Upper Sideline,2_days_out,3600,1285,0.3569,0.6432,62.23,63.48,0.643,2315,0.816,186467.17,146978.23,0
S2023_G069,2023,Upper Sideline,day_of_game,3600,881,0.2447,0.7553,62.23,65.66,0.755,2719,0.816,192872.39,178521.29,0
S2023_G069,2023,Upper Center,30_days_out,2600,1923,0.7396,0.2605,81.12,82.96,0.261,677,0.819,176621.42,56192.65,0
S2023_G069,2023,Upper Center,14_days_out,2600,1818,0.6992,0.3006,81.12,82.13,0.301,782,0.819,174873.04,64191.43,0
S2023_G069,2023,Upper Center,7_days_out,2600,1319,0.5073,0.4925,81.12,84.02,0.493,1281,0.819,178893.45,107595.39,0
S2023_G069,2023,Upper Center,2_days_out,2600,773,0.2973,0.7025,81.12,82.81,0.703,1827,0.819,176320.98,151268.82,0
S2023_G069,2023,Upper Center,day_of_game,2600,522,0.2008,0.7993,81.12,82.91,0.799,2078,0.819,176522.38,172306.6,0
S2023_G069,2023,Lower Corner,30_days_out,2100,1541,0.7338,0.2662,118.85,125.76,0.266,559,0.808,213375.81,70312.97,0
S2023_G069,2023,Lower Corner,14_days_out,2100,1436,0.6838,0.3161,118.85,121.49,0.316,664,0.808,206127.54,80640.63,0
S2023_G069,2023,Lower Corner,7_days_out,2100,1018,0.4848,0.5151,118.85,120.69,0.515,1082,0.808,204767.96,130555.6,0
S2023_G069,2023,Lower Corner,2_days_out,2100,701,0.3338,0.6662,118.85,117.6,0.666,1399,0.808,199533.02,164522.84,0
S2023_G069,2023,Lower Corner,day_of_game,2100,596,0.2838,0.7164,118.85,124.61,0.716,1504,0.808,211422.12,187469.3,0
S2023_G069,2023,Lower Sideline,30_days_out,1900,1496,0.7874,0.2129,164.92,173.14,0.213,404,0.672,220913.64,70031.16,0
S2023_G069,2023,Lower Sideline,14_days_out,1900,1342,0.7063,0.2935,164.92,165.03,0.293,558,0.672,210568.34,92023.22,0
S2023_G069,2023,Lower Sideline,7_days_out,1900,1028,0.5411,0.4589,164.92,166.18,0.459,872,0.672,212024.36,144898.85,0
S2023_G069,2023,Lower Sideline,2_days_out,1900,928,0.4884,0.5115,164.92,173.56,0.511,972,0.672,221450.27,168675.05,0
S2023_G069,2023,Lower Sideline,day_of_game,1900,788,0.4147,0.5851,164.92,166.56,0.585,1112,0.672,212516.89,185154.64,0
S2023_G069,2023,Lower Center,30_days_out,1200,980,0.8167,0.1833,220.09,216.09,0.183,220,0.752,195086.8,47524.12,0
S2023_G069,2023,Lower Center,14_days_out,1200,751,0.6258,0.374,220.09,212.86,0.374,449,0.752,192169.94,95524.93,0
S2023_G069,2023,Lower Center,7_days_out,1200,638,0.5317,0.4683,220.09,218.03,0.468,562,0.752,196836.72,122533.25,0
S2023_G069,2023,Lower Center,2_days_out,1200,513,0.4275,0.5725,220.09,213.73,0.572,687,0.752,192952.26,146821.8,0
S2023_G069,2023,Lower Center,day_of_game,1200,416,0.3467,0.6531,220.09,209.37,0.653,784,0.752,189019.31,164083.11,0
S2023_G069,2023,Club Level,30_days_out,950,755,0.7947,0.2051,295.11,296.99,0.205,195,0.854,241039.67,57869.21,0
S2023_G069,2023,Club Level,14_days_out,950,551,0.58,0.4202,295.11,306.96,0.42,399,0.854,249130.57,122542.83,0
S2023_G069,2023,Club Level,7_days_out,950,455,0.4789,0.5214,295.11,300.63,0.521,495,0.854,243994.19,148917.9,0
S2023_G069,2023,Club Level,2_days_out,950,278,0.2926,0.7076,295.11,305.01,0.708,672,0.854,247546.52,205026.59,0
S2023_G069,2023,Club Level,day_of_game,950,170,0.1789,0.8207,295.11,302.45,0.821,780,0.854,245467.85,235818.73,0
S2023_G069,2023,Suite,30_days_out,350,276,0.7886,0.2105,470.52,500.76,0.211,74,0.784,137379.9,36895.48,0
S2023_G069,2023,Suite,14_days_out,350,232,0.6629,0.3363,470.52,495.99,0.336,118,0.784,136069.39,58385.07,0
S2023_G069,2023,Suite,7_days_out,350,161,0.46,0.5405,470.52,477.93,0.541,189,0.784,131116.78,90420.55,0
S2023_G069,2023,Suite,2_days_out,350,101,0.2886,0.7109,470.52,481.7,0.711,249,0.784,132151.72,119857.41,0
S2023_G069,2023,Suite,day_of_game,350,98,0.28,0.7206,470.52,486.17,0.721,252,0.784,133377.49,122616.33,0
S2023_G069,2023,Courtside/Premium,30_days_out,180,137,0.7611,0.2404,761.87,769.18,0.24,43,0.816,112922.04,33279.62,0
