season,game_id,game_date,day_of_week,weekend_flag,holiday_flag,rivalry_flag,division_matchup_flag,opponent,opponent_strength,home_team_win_rate,away_team_win_rate,home_team_recent_form,away_team_recent_form,playoff_implication_score,premium_game_flag,seat_section,section_capacity,inventory_remaining,inventory_remaining_pct,current_sell_through_rate,seat_quality_score,base_ticket_price,current_ticket_price,price_change_from_base_pct,days_before_game,pricing_window,days_until_game_bucket,month,season_stage,website_traffic_index,search_interest_index,social_sentiment_score,social_volume_index,email_campaign_active,promotion_flag,marketing_spend_index,star_player_available,injury_news_severity,weather_severity,temperature_score,demand_signal_score,secondary_market_avg_price,secondary_market_listing_count,resale_price_gap_pct,resale_velocity_index,scalper_pressure_score,rolling_3_game_attendance_rate,rolling_5_game_sell_through_rate,previous_similar_game_sell_through,same_opponent_last_season_attendance,section_historical_fill_rate,historical_price_elasticity_section,historical_attendance_rate,affordability_segment,affordability_index,local_income_proxy,final_sell_through_rate,final_attendance_rate,realized_revenue,revenue_per_available_seat,unsold_inventory_pct,actual_secondary_market_gap,realized_demand_score,demand_index,demand_tier,scalper_risk_tier,scalper_risk_label,optimal_price_oracle,recommended_price_target,tickets_sold_pct,sold_tickets,attendance_rate,revenue,predicted_demand_tier,predicted_demand_probability,predicted_sell_through,predicted_scalper_risk_tier,predicted_scalper_risk_probability,recommended_price,price_change_pct,expected_sell_through,expected_revenue,revenue_uplift_vs_current,secondary_market_leakage_reduction,human_approval_required,affordability_risk_flag,capped_by_guardrail,pricing_action
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Baseline,4200,2810,0.669,0.3309,0.38,49.58,50.2,0.0125,14,14_days_out,8_to_20_days,1,mid,95.71,58.62,0.125,74.19,0,0,75.99,1,0.156,0.251,0.85,0.3235,49.98,69.32,-0.0044,47.3,0.129,0.683,0.735,0.711,0.685,0.758,-1.368,0.683,Value-sensitive,44.02,39.11,0.764,0.716,161072.19,38.35,0.236,0.0,0.652,0.652,Low,Low,Low,43.11,43.11,0.331,1390,0.716,69765.21,Low,0.9962612170371662,0.6987010372342116,Low,0.9946188148180543,42.14,-0.1605,0.8021,141973.73,-5340.4,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Baseline,4200,2402,0.5719,0.4282,0.38,49.58,49.05,-0.0108,7,7_days_out,3_to_7_days,1,mid,119.1,69.08,0.547,87.67,0,0,75.99,1,0.156,0.251,0.85,0.43,56.38,185.86,0.1494,69.59,0.3827,0.683,0.735,0.711,0.685,0.758,-1.368,0.683,Value-sensitive,43.89,41.48,0.764,0.716,157361.72,37.47,0.236,7.33,0.652,0.652,Low,Low,Low,44.03,44.03,0.428,1798,0.716,88209.9,Low,0.9167530383255463,0.7371341283893593,Low,0.6829596339982025,40.9,-0.1661,0.8546,146818.29,-5038.71,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Baseline,4200,1627,0.3874,0.6127,0.38,49.58,49.78,0.004,2,2_days_out,1_to_2_days,1,mid,130.06,58.91,0.264,91.79,0,0,75.99,1,0.156,0.251,0.85,0.4354,54.17,147.09,0.0882,44.99,0.2643,0.683,0.735,0.711,0.685,0.758,-1.368,0.683,Value-sensitive,45.04,42.48,0.764,0.716,159721.03,38.03,0.236,4.39,0.652,0.652,Low,Low,Low,43.65,43.65,0.613,2573,0.716,128097.62,Low,0.9120395345536547,0.7383489708645975,Low,0.9642228271820409,42.14,-0.1534,0.8433,149265.95,-5105.1,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Baseline,4200,1124,0.2676,0.7324,0.38,49.58,50.63,0.021,0,day_of_game,day_of_game,1,mid,134.37,62.67,0.366,90.59,0,0,75.99,1,0.156,0.251,0.85,0.4699,55.93,196.34,0.1048,37.56,0.2774,0.683,0.735,0.711,0.685,0.758,-1.368,0.683,Value-sensitive,41.87,43.89,0.764,0.716,162431.18,38.67,0.236,5.31,0.652,0.652,Low,Low,Low,43.72,43.72,0.732,3076,0.716,155725.87,Low,0.5463359352879816,0.7675812585880812,Low,0.7442199752643756,47.1,-0.0697,0.7908,156433.77,-6789.31,0.0,True,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Sideline,3600,2831,0.7864,0.2136,0.46,65.2,67.83,0.0404,30,30_days_out,21_plus_days,1,mid,95.23,56.82,0.288,73.44,0,0,75.99,1,0.156,0.251,0.85,0.3234,71.9,54.58,0.0599,54.38,0.1861,0.794,0.735,0.823,0.668,0.727,-1.299,0.794,Value-sensitive,48.02,48.37,0.787,0.766,192072.64,53.35,0.213,4.07,0.566,0.566,Low,Low,Low,57.09,57.09,0.214,769,0.766,52151.17,Low,0.9957956671958357,0.7486607449199819,Low,0.9884391669820649,58.68,-0.1349,0.8298,175303.85,-7510.12,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Sideline,3600,2378,0.6606,0.3393,0.46,65.2,66.47,0.0195,14,14_days_out,8_to_20_days,1,mid,106.53,52.99,0.217,85.72,0,0,75.99,1,0.156,0.251,0.85,0.3655,74.41,114.99,0.1195,40.84,0.3072,0.794,0.735,0.823,0.668,0.727,-1.299,0.794,Value-sensitive,53.44,53.34,0.787,0.766,188213.79,52.28,0.213,7.94,0.566,0.566,Low,Low,Low,57.61,57.61,0.339,1222,0.766,81195.93,Low,0.9895539203964697,0.7420985426818664,Low,0.9651638133199284,57.05,-0.1417,0.8287,170201.03,-7377.21,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Sideline,3600,1780,0.4944,0.5056,0.46,65.2,67.34,0.0329,7,7_days_out,3_to_7_days,1,mid,117.51,54.14,0.234,96.49,0,0,75.99,1,0.156,0.251,0.85,0.4007,72.21,105.25,0.0723,60.73,0.2738,0.794,0.735,0.823,0.668,0.727,-1.299,0.794,Value-sensitive,51.74,48.89,0.787,0.766,190691.7,52.97,0.213,4.87,0.566,0.566,Low,Low,Low,57.2,57.2,0.506,1820,0.766,122571.47,Low,0.9932018105168945,0.764354198890794,Low,0.9722043561082978,58.68,-0.1286,0.842,177879.64,-7418.16,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Sideline,3600,1476,0.41,0.59,0.46,65.2,67.0,0.0276,2,2_days_out,1_to_2_days,1,mid,118.16,54.0,0.35,95.83,0,0,75.99,1,0.156,0.251,0.85,0.4525,82.5,195.63,0.2313,74.61,0.422,0.794,0.735,0.823,0.668,0.727,-1.299,0.794,Value-sensitive,50.17,51.94,0.787,0.766,189723.28,52.7,0.213,15.5,0.566,0.566,Low,Medium,Medium,58.46,58.46,0.59,2124,0.766,142300.14,Low,0.8284469128855532,0.7751597618053812,Medium,0.5484727567939316,57.05,-0.1485,0.8747,179645.22,-7323.31,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Sideline,3600,920,0.2556,0.7446,0.46,65.2,65.31,0.0018,0,day_of_game,day_of_game,1,mid,135.13,61.24,0.303,85.18,0,0,75.99,1,0.156,0.251,0.85,0.4868,79.33,200.27,0.2146,64.03,0.423,0.794,0.735,0.823,0.668,0.727,-1.299,0.794,Value-sensitive,47.98,49.82,0.787,0.766,184945.64,51.37,0.213,14.02,0.566,0.566,Medium,Medium,Medium,66.87,66.87,0.745,2680,0.766,175069.65,Medium,0.5696853659190431,0.7892283199031367,Medium,0.6537405169568973,60.31,-0.0766,0.8677,188395.05,2834.85,229.47,True,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Center,2600,2471,0.9504,0.0495,0.52,84.93,85.0,0.0007,30,30_days_out,21_plus_days,1,mid,79.45,50.12,0.244,39.49,0,0,75.99,1,0.156,0.251,0.85,0.2792,100.25,80.18,0.1795,29.5,0.3034,0.706,0.665,0.655,0.857,0.721,-1.238,0.706,Value-sensitive,49.72,56.46,0.651,0.669,143806.33,55.31,0.349,15.26,0.627,0.627,Low,Low,Low,75.72,75.72,0.049,129,0.669,10928.78,Low,0.9940204917364781,0.7048920092906727,Low,0.9538323787245737,74.31,-0.1257,0.7646,147733.32,-8047.82,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Center,2600,1878,0.7223,0.2777,0.52,84.93,87.97,0.0357,14,14_days_out,8_to_20_days,1,mid,104.39,50.76,-0.088,79.98,0,0,75.99,1,0.156,0.251,0.85,0.3238,94.99,52.86,0.0798,42.3,0.1709,0.706,0.665,0.655,0.857,0.721,-1.238,0.706,Value-sensitive,51.68,54.04,0.651,0.669,148831.57,57.24,0.349,7.02,0.627,0.627,Low,Low,Low,74.59,74.59,0.278,722,0.669,63514.85,Low,0.994330035965297,0.7033512470172557,Low,0.981626640317128,76.44,-0.1311,0.7675,152531.57,-8340.33,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Center,2600,1626,0.6254,0.3748,0.52,84.93,85.24,0.0036,7,7_days_out,3_to_7_days,1,mid,113.79,75.03,0.236,85.01,0,0,75.99,1,0.156,0.251,0.85,0.3931,93.76,78.42,0.0999,30.08,0.1954,0.706,0.665,0.655,0.857,0.721,-1.238,0.706,Value-sensitive,53.44,51.01,0.651,0.669,144221.18,55.47,0.349,8.52,0.627,0.627,Low,Low,Low,74.9,74.9,0.375,974,0.669,83058.38,Low,0.9943145609874653,0.66818934613226,Low,0.9758318393212283,74.31,-0.1282,0.7242,139931.49,-8155.31,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Center,2600,1223,0.4704,0.5297,0.52,84.93,80.09,-0.0571,2,2_days_out,1_to_2_days,1,mid,130.96,71.96,0.182,95.46,0,0,75.99,1,0.156,0.251,0.85,0.4324,87.48,133.86,0.0924,51.3,0.2072,0.706,0.665,0.655,0.857,0.721,-1.238,0.706,Value-sensitive,53.24,52.3,0.651,0.669,135502.66,52.12,0.349,7.4,0.627,0.627,Low,Low,Low,74.83,74.83,0.53,1377,0.669,110301.22,Low,0.9652750880249529,0.6803029587525841,Low,0.9435327097674729,70.07,-0.1251,0.7357,134026.18,-7636.03,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Upper Center,2600,1044,0.4015,0.5986,0.52,84.93,83.75,-0.0139,0,day_of_game,day_of_game,1,mid,127.38,66.72,0.327,95.5,0,0,75.99,1,0.156,0.251,0.85,0.4572,97.15,122.29,0.1599,46.18,0.3602,0.706,0.665,0.655,0.857,0.721,-1.238,0.706,Value-sensitive,49.57,54.72,0.651,0.669,141705.6,54.5,0.349,13.39,0.627,0.627,Low,Low,Low,75.52,75.52,0.599,1556,0.669,130340.49,Low,0.9410546120703375,0.6872035916106785,Low,0.8381473101793107,72.19,-0.138,0.7546,141640.23,-7998.36,0.0,False,True,False,Discount
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Corner,2100,1836,0.8743,0.1255,0.63,101.62,102.03,0.0041,30,30_days_out,21_plus_days,1,mid,82.89,34.72,0.242,59.4,0,0,75.99,1,0.156,0.251,0.85,0.2757,111.6,30.22,0.0938,48.37,0.2165,0.725,0.627,0.665,0.776,0.665,-0.908,0.725,Mainstream,66.52,66.51,0.672,0.623,143954.77,68.55,0.328,9.57,0.585,0.585,Low,Low,Low,94.62,94.62,0.125,264,0.623,26888.07,Low,0.9984001000220887,0.6655918629041259,Low,0.997854003227048,101.62,-0.004,0.618,131886.8,-10724.91,706.97,False,False,False,Hold
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Corner,2100,1386,0.66,0.3399,0.63,101.62,100.24,-0.0136,14,14_days_out,8_to_20_days,1,mid,111.92,46.59,0.254,71.97,0,0,75.99,1,0.156,0.251,0.85,0.3399,102.46,60.1,0.0222,51.92,0.1863,0.725,0.627,0.665,0.776,0.665,-0.908,0.725,Mainstream,63.97,65.3,0.672,0.623,141418.64,67.34,0.328,2.23,0.585,0.585,Low,Low,Low,93.76,93.76,0.34,714,0.623,71543.76,Low,0.9984001000220887,0.6814093531859589,Low,0.9967307901786384,101.62,0.0138,0.6229,132926.28,-10513.11,345.85,False,False,False,Hold
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Corner,2100,1181,0.5624,0.4375,0.63,101.62,102.14,0.0051,7,7_days_out,3_to_7_days,1,mid,115.42,70.2,0.253,96.89,0,0,75.99,1,0.156,0.251,0.85,0.3952,105.67,45.81,0.0345,40.62,0.194,0.725,0.627,0.665,0.776,0.665,-0.908,0.725,Mainstream,63.88,63.15,0.672,0.623,144110.04,68.62,0.328,3.53,0.585,0.585,Low,Low,Low,93.89,93.89,0.438,919,0.623,93856.04,Low,0.9983688927150455,0.6703244441730539,Low,0.9992671161402759,101.62,-0.0051,0.6234,133039.74,-10740.83,218.48,False,False,False,Hold
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Corner,2100,974,0.4638,0.5362,0.63,101.62,102.71,0.0107,2,2_days_out,1_to_2_days,1,mid,122.67,68.28,0.27,85.38,0,0,75.99,1,0.156,0.251,0.85,0.423,112.75,64.57,0.0977,52.44,0.2544,0.725,0.627,0.665,0.776,0.665,-0.908,0.725,Mainstream,61.8,63.29,0.672,0.623,144905.74,69.0,0.328,10.04,0.585,0.585,Low,Low,Low,94.64,94.64,0.536,1126,0.623,115647.4,Low,0.9963205455742846,0.6829842053051544,Low,0.9893161235422181,104.16,0.0141,0.6242,136466.72,-10846.82,1002.63,False,False,False,Hold
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Corner,2100,681,0.3243,0.6759,0.63,101.62,97.89,-0.0367,0,day_of_game,day_of_game,1,mid,128.97,69.69,0.441,99.69,0,0,75.99,1,0.156,0.251,0.85,0.4637,104.44,40.7,0.0669,53.17,0.227,0.725,0.627,0.665,0.776,0.665,-0.908,0.725,Mainstream,65.96,68.13,0.672,0.623,138110.18,65.77,0.328,6.55,0.585,0.585,Low,Low,Low,94.31,94.31,0.676,1419,0.623,138951.59,Low,0.9342957251875906,0.723756636427662,Low,0.9606258167889805,99.08,0.0122,0.6658,138524.96,-10256.97,719.22,False,False,False,Hold
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Sideline,1900,1506,0.7926,0.2073,0.72,152.16,158.78,0.0435,30,30_days_out,21_plus_days,1,mid,70.42,32.61,0.27,53.93,0,0,75.99,1,0.156,0.251,0.85,0.2624,164.48,23.45,0.0359,24.97,0.086,0.631,0.671,0.688,0.805,0.661,-0.923,0.631,Mainstream,72.63,68.42,0.723,0.712,218053.74,114.77,0.277,5.7,0.589,0.589,Low,Low,Low,140.38,140.38,0.207,394,0.712,62546.04,Low,0.998219230894772,0.6551061685854744,Low,0.9964791510644633,159.77,0.0062,0.6013,182341.04,-15292.7,508.74,False,False,False,Hold
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Sideline,1900,1286,0.6768,0.3233,0.72,152.16,151.24,-0.006,14,14_days_out,8_to_20_days,1,mid,121.06,47.79,0.309,88.02,0,0,75.99,1,0.156,0.251,0.85,0.3676,161.36,43.48,0.0669,35.44,0.213,0.631,0.671,0.688,0.805,0.661,-0.923,0.631,Mainstream,74.81,71.06,0.723,0.712,207698.8,109.32,0.277,10.12,0.589,0.589,Low,Low,Low,141.21,141.21,0.323,614,0.712,92889.8,Low,0.9983039927485676,0.6781841180222645,Low,0.9991143767921986,152.16,0.0061,0.6244,180509.7,-14370.58,843.35,False,False,False,Hold
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Sideline,1900,965,0.5079,0.4923,0.72,152.16,155.05,0.019,7,7_days_out,3_to_7_days,1,mid,135.78,64.94,0.346,99.66,0,0,75.99,1,0.156,0.251,0.85,0.4277,162.71,73.09,0.0494,45.68,0.1222,0.631,0.671,0.688,0.805,0.661,-0.923,0.631,Mainstream,71.47,70.39,0.723,0.712,212927.24,112.07,0.277,7.66,0.589,0.589,Low,Low,Low,140.77,140.77,0.492,935,0.712,145029.86,Low,0.9881468702045403,0.7169169650629379,Low,0.9942561580770769,155.96,0.0059,0.663,196371.48,-14828.68,695.93,False,False,False,Hold
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Sideline,1900,712,0.3747,0.6255,0.72,152.16,159.22,0.0464,2,2_days_out,1_to_2_days,1,mid,117.7,69.53,0.214,75.31,0,0,75.99,1,0.156,0.251,0.85,0.4254,175.17,81.25,0.1001,50.78,0.1845,0.631,0.671,0.688,0.805,0.661,-0.923,0.631,Mainstream,71.4,72.7,0.723,0.712,218660.19,115.08,0.277,15.95,0.589,0.589,Low,Low,Low,141.53,141.53,0.625,1188,0.712,189221.82,Low,0.977074841604848,0.7369569056391694,Low,0.9944943557892446,159.77,0.0034,0.6846,207619.04,-15323.69,1323.59,False,False,False,Hold
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Sideline,1900,719,0.3784,0.6216,0.72,152.16,149.01,-0.0207,0,day_of_game,day_of_game,1,mid,110.44,72.86,0.15,97.88,0,0,75.99,1,0.156,0.251,0.85,0.4103,131.52,56.63,-0.1174,36.22,0.1077,0.631,0.671,0.688,0.805,0.661,-0.923,0.631,Mainstream,71.28,72.87,0.723,0.712,204635.79,107.7,0.277,0.0,0.589,0.589,Low,Low,Low,139.99,139.99,0.622,1181,0.712,175972.84,Low,0.995329846346512,0.6456448642003425,Low,0.9988750227477828,148.36,-0.0044,0.5983,168635.48,-14158.85,0.0,False,False,False,Hold
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Center,1200,1038,0.865,0.1352,0.79,202.96,199.78,-0.0157,30,30_days_out,21_plus_days,1,mid,94.04,50.09,0.336,79.51,0,0,75.99,1,0.156,0.251,0.85,0.3081,209.67,5.31,0.0495,56.71,0.1776,0.596,0.607,0.521,0.65,0.642,-0.661,0.596,Mainstream,76.15,80.3,0.674,0.643,161681.0,134.73,0.326,9.89,0.554,0.554,Low,Low,Low,187.93,187.93,0.135,162,0.643,32422.18,Low,0.9984001000220887,0.6313910230770526,Low,0.9994453401845605,233.4,0.1683,0.5111,142653.6,-8713.56,1049.07,False,False,False,Increase
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Center,1200,836,0.6967,0.303,0.79,202.96,201.67,-0.0064,14,14_days_out,8_to_20_days,1,mid,107.16,58.38,0.224,79.26,0,0,75.99,1,0.156,0.251,0.85,0.3575,221.75,64.55,0.0996,59.52,0.282,0.596,0.607,0.521,0.65,0.642,-0.661,0.596,Mainstream,79.92,78.84,0.674,0.643,163210.57,136.01,0.326,20.08,0.554,0.554,Low,Low,Low,189.14,189.14,0.303,364,0.643,73315.3,Low,0.9982572825475488,0.6766592069691256,Low,0.9935412598569336,238.48,0.1825,0.545,155375.05,-8379.18,2282.67,False,False,False,Increase
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Center,1200,698,0.5817,0.4186,0.79,202.96,202.38,-0.0028,7,7_days_out,3_to_7_days,1,mid,106.82,55.62,0.364,90.54,0,0,75.99,1,0.156,0.251,0.85,0.3722,206.94,56.01,0.0225,36.4,0.1203,0.596,0.607,0.521,0.65,0.642,-0.661,0.596,Mainstream,76.7,75.57,0.674,0.643,163786.6,136.49,0.326,4.56,0.554,0.554,Low,Low,Low,187.27,187.27,0.419,502,0.643,101665.2,Low,0.9984001000220887,0.6300322938798743,Low,0.998483321358237,238.48,0.1784,0.5058,144135.86,-8871.26,482.66,False,False,False,Increase
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Center,1200,554,0.4617,0.5384,0.79,202.96,200.5,-0.0121,2,2_days_out,1_to_2_days,1,mid,118.25,63.51,0.404,87.01,0,0,75.99,1,0.156,0.251,0.85,0.4221,218.64,46.23,0.0905,58.78,0.2861,0.596,0.607,0.521,0.65,0.642,-0.661,0.596,Mainstream,80.39,78.29,0.674,0.643,162268.99,135.22,0.326,18.14,0.554,0.554,Low,Low,Low,188.92,188.92,0.538,646,0.643,129542.92,Low,0.9974548893081181,0.6725344314475354,Low,0.9922931867160202,223.26,0.1135,0.5721,152923.43,-8888.35,2049.56,False,False,False,Increase
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Lower Center,1200,475,0.3958,0.6043,0.79,202.96,200.45,-0.0123,0,day_of_game,day_of_game,1,mid,129.61,73.57,0.238,98.29,0,0,75.99,1,0.156,0.251,0.85,0.4307,193.73,59.28,-0.0335,50.35,0.1399,0.596,0.607,0.521,0.65,0.642,-0.661,0.596,Mainstream,75.53,78.67,0.674,0.643,162226.94,135.19,0.326,0.0,0.554,0.554,Low,Low,Low,186.72,186.72,0.604,725,0.643,145353.92,Low,0.9948532448431413,0.6460489481656616,Low,0.9924237673351244,223.26,0.1138,0.5475,146328.33,-9072.29,0.0,False,False,False,Increase
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Club Level,950,802,0.8442,0.1557,0.83,273.99,286.13,0.0443,30,30_days_out,21_plus_days,1,mid,80.11,31.18,0.256,67.2,0,0,75.99,1,0.156,0.251,0.85,0.2721,301.33,31.85,0.0531,35.52,0.1218,0.724,0.588,0.764,0.629,0.617,-0.751,0.724,Affluent,95.54,98.29,0.66,0.634,179319.52,188.76,0.34,15.2,0.602,0.602,Low,Low,Low,253.34,253.34,0.156,148,0.634,42328.01,Low,0.9980650724705283,0.6407631998153206,Low,0.997639625418708,315.09,0.1012,0.5421,161710.66,-12463.83,1295.37,False,False,False,Increase
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Club Level,950,632,0.6653,0.3349,0.83,273.99,279.81,0.0212,14,14_days_out,8_to_20_days,1,mid,113.36,56.09,0.371,85.33,0,0,75.99,1,0.156,0.251,0.85,0.3953,332.0,34.9,0.1865,57.94,0.3647,0.724,0.588,0.764,0.629,0.617,-0.751,0.724,Affluent,98.22,93.12,0.66,0.634,175359.09,184.59,0.34,52.19,0.602,0.602,Low,Low,Low,257.97,257.97,0.335,318,0.634,89013.49,Low,0.9971960809620981,0.6900143031029641,Low,0.9185118910219426,308.24,0.1016,0.5874,171540.71,-11878.54,3596.29,False,False,False,Increase
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Club Level,950,564,0.5937,0.4059,0.83,273.99,283.82,0.0359,7,7_days_out,3_to_7_days,1,mid,106.01,67.35,0.291,95.9,0,0,75.99,1,0.156,0.251,0.85,0.3877,303.65,2.0,0.0699,38.86,0.0662,0.724,0.588,0.764,0.629,0.617,-0.751,0.724,Affluent,88.59,93.15,0.66,0.634,177874.54,187.24,0.34,19.83,0.602,0.602,Low,Low,Low,253.98,253.98,0.406,386,0.634,109453.44,Low,0.9981498343243242,0.6520617189436354,Low,0.9977427638357419,315.09,0.1102,0.5481,163521.86,-12292.89,1719.74,False,False,False,Increase
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Club Level,950,468,0.4926,0.5077,0.83,273.99,294.19,0.0737,2,2_days_out,1_to_2_days,1,mid,132.21,62.78,0.303,97.92,0,0,75.99,1,0.156,0.251,0.85,0.4236,311.48,24.97,0.0588,45.92,0.1705,0.724,0.588,0.764,0.629,0.617,-0.751,0.724,Affluent,98.78,92.46,0.66,0.634,184374.65,194.08,0.34,17.29,0.602,0.602,Low,Low,Low,253.2,253.2,0.508,482,0.634,141896.73,Low,0.9879828261418796,0.6455957366889216,Low,0.9855081609907576,321.94,0.0943,0.5499,167533.73,-12897.69,1484.59,False,False,False,Increase
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Club Level,950,439,0.4621,0.5378,0.83,273.99,283.8,0.0358,0,day_of_game,day_of_game,1,mid,133.24,71.91,0.178,82.72,0,0,75.99,1,0.156,0.251,0.85,0.4347,319.24,52.93,0.1249,41.19,0.1741,0.724,0.588,0.764,0.629,0.617,-0.751,0.724,Affluent,93.0,95.17,0.66,0.634,177863.45,187.22,0.34,35.44,0.602,0.602,Low,Low,Low,255.79,255.79,0.538,511,0.634,144992.88,Low,0.9872731302208654,0.6064573576884279,Low,0.9919183544918658,315.09,0.1102,0.5062,150989.7,-12517.27,2678.86,False,False,False,Increase
2025,S2025_G044,2026-01-12,Monday,0,0,0,0,Houston Rockets,64.21,0.488,0.67,0.52,0.814,0.13,0,Suite,350,290,0.8286,0.1727,0.91,428.34,434.62,0.0147,30,30_days_out,21_plus_days,1,mid,73.32,48.98,0.293,68.55,0,0,75.99,1,0.156,0.251,0.85,0.2758,432.58,2.0,-0.0047,42.41,0.0951,0.551,0.615,0.658,0.526,0.667,-0.304,0.551,Affluent,112.39,110.72,0.536,0.518,81572.88,233.07,0.464,0.0,0.614,0.614,Low,Low,Low,393.82,393.82,0.173,60,0.518,26271.31,Low,0.9984001000220887,0.6009716534390636,Low,0.9912860973997194,578.26,0.3305,0.4906,98556.64,7138.64,0.0,True,False,False,Review
